age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
41,Master's,Entrepreneur,5.1,1-2x/week,10,Urban,86400,6.6,74,87
33,Bachelor's,Doctor,7.9,1-2x/week,8,Suburban,97200,6.0,78,89
61,PhD,Other,8.8,Rarely,3,Urban,85900,6.2,59,55
61,Bachelor's,Entrepreneur,5.8,Daily,3,Rural,80900,5.9,81,57
41,Bachelor's,Engineer,4.7,Daily,8,Rural,80400,5.2,82,64
18,Master's,Artist,7.4,3-5x/week,0,Suburban,52200,4.9,75,33
60,PhD,Doctor,7.9,Rarely,7,Rural,127500,8.0,71,61
34,High School,Other,5.9,Daily,2,Urban,44600,4.5,87,56
18,Master's,Educator,6.5,3-5x/week,3,Suburban,68700,5.1,80,55
29,Master's,Entrepreneur,9.5,3-5x/week,10,Suburban,81600,7.9,86,62
23,Bachelor's,Artist,8.6,Daily,6,Urban,47200,7.3,81,62
38,High School,Doctor,7.4,3-5x/week,10,Rural,90200,9.3,80,77
28,High School,Doctor,5.2,Daily,5,Rural,83700,3.6,85,55
41,Bachelor's,Other,6.6,3-5x/week,6,Rural,59400,7.1,68,89
23,PhD,Educator,8.9,Rarely,9,Suburban,83700,8.8,67,74
41,Bachelor's,Engineer,5.7,1-2x/week,8,Rural,80400,5.0,71,86
32,Master's,Doctor,5.2,3-5x/week,0,Suburban,102800,3.3,76,41
33,High School,Other,8.3,1-2x/week,0,Rural,43200,3.9,76,51
45,PhD,Other,10.0,Rarely,6,Suburban,81000,7.8,72,79
33,High School,Educator,7.5,1-2x/week,0,Rural,53200,3.7,74,45
35,PhD,Educator,9.4,Daily,6,Rural,87000,6.9,85,67
20,High School,Doctor,7.3,Daily,3,Urban,79500,3.7,78,70
62,High School,Entrepreneur,4.0,1-2x/week,2,Rural,70800,4.1,78,44
29,Master's,Doctor,6.6,Rarely,10,Urban,106600,5.7,67,81
38,PhD,Entrepreneur,4.9,3-5x/week,0,Rural,90200,4.6,62,33
36,Bachelor's,Other,7.2,3-5x/week,7,Rural,57900,7.4,84,47
45,Bachelor's,Other,5.9,1-2x/week,3,Urban,59500,6.5,65,55
28,PhD,Other,7.6,Rarely,1,Rural,71700,5.9,55,63
64,PhD,Engineer,9.0,Rarely,5,Rural,108100,9.0,66,72
50,High School,Artist,8.2,3-5x/week,0,Rural,45000,4.7,86,42
37,PhD,Artist,5.4,Daily,8,Suburban,73800,5.6,88,72
27,Bachelor's,Other,8.4,Daily,10,Suburban,55800,9.4,85,84
26,High School,Other,9.9,3-5x/week,4,Suburban,42400,4.8,83,53
34,High School,Engineer,5.4,Daily,1,Urban,64100,2.9,77,55
28,High School,Educator,9.0,Daily,7,Suburban,54700,9.7,88,75
51,Master's,Entrepreneur,7.0,1-2x/week,7,Urban,88900,6.2,77,51
42,Master's,Other,6.4,1-2x/week,2,Urban,67800,5.8,76,74
31,Bachelor's,Engineer,5.7,Daily,1,Urban,72900,2.6,87,58
30,High School,Educator,5.0,Rarely,2,Suburban,53000,4.5,67,54
55,Master's,Entrepreneur,5.6,Daily,0,Urban,87000,4.4,77,37
36,Master's,Artist,7.8,3-5x/week,7,Rural,62900,5.0,87,72
48,High School,Other,5.1,1-2x/week,5,Suburban,51700,4.8,70,77
32,Master's,Other,8.7,1-2x/week,5,Suburban,65300,6.2,77,69
28,High School,Educator,5.7,3-5x/week,5,Urban,53700,6.4,75,82
51,High School,Other,7.2,3-5x/week,6,Suburban,53400,4.0,77,74
51,High School,Doctor,8.7,Rarely,7,Rural,93900,6.7,63,72
63,High School,Other,8.3,Daily,3,Suburban,56700,6.8,93,47
63,Master's,Entrepreneur,6.6,1-2x/week,10,Suburban,95200,7.8,74,77
35,High School,Entrepreneur,6.5,3-5x/week,7,Rural,62500,7.7,78,87
63,Master's,Doctor,8.1,1-2x/week,9,Urban,119700,7.1,78,91
31,High School,Entrepreneur,5.6,Daily,7,Suburban,60900,5.1,86,69
26,Master's,Artist,6.7,Rarely,10,Urban,60400,7.7,63,87
40,PhD,Educator,6.9,Daily,3,Suburban,87500,4.5,78,51
44,High School,Engineer,6.1,Rarely,3,Suburban,69100,4.8,66,54
53,PhD,Engineer,7.6,Daily,3,Suburban,102700,6.9,85,73
26,High School,Engineer,8.4,3-5x/week,10,Suburban,65400,6.7,74,62
26,Master's,Other,7.7,Daily,0,Suburban,60400,2.3,87,53
61,Bachelor's,Educator,6.8,1-2x/week,7,Suburban,77900,5.2,70,52
39,Bachelor's,Engineer,7.6,1-2x/week,10,Suburban,80600,7.4,69,79
25,PhD,Entrepreneur,6.4,3-5x/week,0,Rural,85000,4.8,80,49
25,Master's,Other,5.8,Rarely,3,Rural,61500,6.1,71,43
27,High School,Educator,9.5,1-2x/week,4,Rural,52800,6.3,84,57
35,High School,Artist,5.8,1-2x/week,1,Rural,39500,5.0,67,56
42,PhD,Engineer,6.7,1-2x/week,9,Suburban,101300,6.4,75,81
33,Bachelor's,Artist,7.8,1-2x/week,5,Rural,50700,6.7,75,64
53,Master's,Doctor,6.9,3-5x/week,0,Rural,111200,4.5,85,58
64,High School,Educator,4.8,3-5x/week,5,Urban,68100,5.6,69,70
25,Bachelor's,Other,5.5,Daily,3,Rural,51500,7.3,84,61
20,Master's,Doctor,8.3,1-2x/week,3,Rural,99500,4.6,80,85
19,Bachelor's,Doctor,7.9,Daily,7,Rural,91100,6.2,87,63
32,High School,Other,10.0,3-5x/week,4,Suburban,44800,8.6,84,70
47,High School,Artist,4.0,Rarely,8,Urban,47800,7.5,58,73
44,Master's,Entrepreneur,6.6,Rarely,0,Urban,82600,5.6,59,53
22,PhD,Entrepreneur,4.7,Daily,9,Suburban,88300,5.4,84,83
49,Bachelor's,Educator,6.8,1-2x/week,8,Suburban,73600,6.6,73,75
34,High School,Other,5.6,Rarely,5,Suburban,46100,5.1,61,66
24,High School,Other,7.8,1-2x/week,9,Urban,44100,5.1,83,74
38,Master's,Artist,8.9,Rarely,6,Rural,63200,9.0,76,74
42,Bachelor's,Doctor,8.9,Rarely,2,Suburban,97800,6.5,68,55
22,PhD,Other,8.0,Daily,5,Rural,71300,5.6,87,71
39,High School,Entrepreneur,9.4,Rarely,7,Rural,64100,6.5,69,66
34,Bachelor's,Artist,7.1,Daily,9,Suburban,53100,6.3,85,84
28,Bachelor's,Educator,6.4,3-5x/week,4,Rural,63200,4.7,79,52
59,High School,Engineer,6.9,3-5x/week,9,Suburban,78100,6.4,68,88
22,High School,Artist,6.4,Rarely,3,Urban,35300,4.3,56,49
35,Master's,Artist,4.5,Daily,7,Rural,62500,5.3,74,57
26,Bachelor's,Educator,9.4,Rarely,10,Suburban,65400,8.2,62,79
38,Bachelor's,Educator,6.5,Daily,0,Suburban,65200,5.9,79,41
57,Bachelor's,Doctor,6.8,Rarely,7,Suburban,106300,4.6,69,59
21,Master's,Entrepreneur,7.0,Rarely,4,Urban,75400,6.9,69,53
65,Bachelor's,Entrepreneur,5.1,Daily,1,Urban,81500,4.7,87,50
23,High School,Other,6.3,3-5x/week,8,Urban,43200,7.6,84,87
31,PhD,Doctor,7.2,Daily,0,Suburban,112400,5.2,90,29
33,PhD,Entrepreneur,5.9,Daily,0,Rural,88200,3.8,85,59
35,PhD,Engineer,8.4,1-2x/week,9,Suburban,98500,6.6,81,69
30,High School,Educator,6.9,Rarely,6,Urban,55000,5.4,72,79
19,Master's,Doctor,6.6,Daily,1,Urban,98100,5.2,88,44
27,High School,Artist,9.6,Daily,6,Suburban,38800,6.1,86,74
53,PhD,Other,6.3,Daily,1,Urban,81700,7.3,80,43
51,High School,Doctor,6.2,1-2x/week,10,Suburban,95400,6.9,67,79
44,PhD,Doctor,8.5,1-2x/week,10,Rural,122600,7.5,77,89
21,Bachelor's,Artist,6.0,1-2x/week,0,Urban,43400,5.5,56,48
18,High School,Educator,6.0,3-5x/week,8,Suburban,51200,7.3,76,71
39,High School,Other,5.5,1-2x/week,0,Urban,45600,3.7,73,69
28,High School,Artist,5.0,Daily,0,Urban,36200,2.3,81,55
51,Bachelor's,Engineer,6.7,Daily,5,Rural,82900,5.8,95,57
50,Master's,Doctor,5.8,Rarely,5,Suburban,112500,7.3,63,71
39,High School,Doctor,7.2,Rarely,3,Suburban,87100,6.5,60,73
50,Bachelor's,Doctor,6.7,1-2x/week,8,Rural,104000,7.1,74,80
44,Bachelor's,Artist,5.3,3-5x/week,5,Urban,55100,6.5,75,79
51,Bachelor's,Engineer,4.7,Daily,3,Suburban,81900,3.3,74,58
40,Master's,Doctor,7.5,1-2x/week,3,Urban,107500,6.7,80,59
54,Master's,Artist,8.7,Rarely,1,Urban,67100,5.3,71,51
20,Bachelor's,Engineer,7.6,3-5x/week,7,Urban,71500,7.7,89,90
46,High School,Doctor,8.8,3-5x/week,6,Suburban,91400,7.0,81,79
55,Bachelor's,Artist,7.6,Rarely,3,Suburban,58500,6.1,63,53
18,PhD,Educator,6.1,1-2x/week,5,Rural,79700,5.6,72,81
28,Master's,Artist,8.8,Daily,2,Urban,57200,5.5,94,76
29,PhD,Other,8.6,1-2x/week,9,Suburban,76100,6.8,75,74
48,High School,Doctor,8.8,Rarely,5,Rural,91700,5.8,59,48
62,Bachelor's,Artist,6.0,3-5x/week,1,Urban,60300,5.4,73,43
59,Master's,Educator,9.5,Daily,10,Rural,88600,7.1,87,76
53,Bachelor's,Educator,4.1,Daily,3,Suburban,72700,3.8,80,67
40,PhD,Doctor,6.6,Rarely,7,Urban,119500,5.9,58,62
18,Bachelor's,Entrepreneur,5.2,Daily,4,Rural,64200,4.6,78,69
57,Bachelor's,Entrepreneur,7.9,Daily,6,Urban,80800,7.0,89,60
48,Master's,Entrepreneur,4.2,Daily,0,Rural,84200,4.4,83,57
37,PhD,Artist,9.3,Daily,5,Rural,72300,7.5,90,61
24,Master's,Entrepreneur,7.5,1-2x/week,1,Rural,75100,5.7,74,45
42,Bachelor's,Educator,6.3,Daily,1,Urban,67300,5.7,90,49
24,Master's,Other,7.1,1-2x/week,7,Suburban,63100,6.6,67,76
20,High School,Other,7.7,Daily,6,Urban,41000,7.7,80,47
52,High School,Artist,7.9,Rarely,8,Suburban,49800,7.2,71,68
20,Master's,Entrepreneur,8.6,3-5x/week,6,Urban,76000,5.0,70,87
43,Bachelor's,Engineer,8.9,1-2x/week,6,Rural,80200,6.8,71,79
34,Master's,Entrepreneur,6.6,Rarely,0,Suburban,78600,5.3,70,67
58,Master's,Other,7.7,Rarely,10,Suburban,78200,8.8,64,71
47,Master's,Educator,8.0,1-2x/week,4,Suburban,80800,5.9,71,43
43,Master's,Other,10.0,3-5x/week,2,Suburban,68200,5.5,84,36
58,PhD,Other,6.2,Daily,2,Urban,84200,5.7,73,61
23,Master's,Other,9.1,1-2x/week,0,Rural,59200,6.5,79,51
39,Master's,Educator,5.9,Rarely,1,Urban,76100,5.2,52,50
50,Bachelor's,Other,8.7,3-5x/week,6,Urban,63000,8.1,77,74
39,High School,Artist,7.5,1-2x/week,8,Urban,44600,8.0,77,74
21,PhD,Artist,6.7,1-2x/week,4,Rural,65400,6.2,70,59
60,Bachelor's,Educator,8.9,Daily,2,Suburban,75000,5.5,95,59
28,High School,Doctor,5.5,3-5x/week,2,Rural,82200,3.6,80,51
51,PhD,Entrepreneur,4.4,3-5x/week,9,Urban,99900,6.3,75,96
40,PhD,Artist,7.2,1-2x/week,5,Rural,73500,5.6,76,61
35,Master's,Educator,9.0,Daily,6,Urban,77000,6.3,90,52
63,High School,Engineer,5.7,3-5x/week,3,Suburban,76700,6.9,79,46
54,Master's,Doctor,8.4,Rarely,3,Rural,113100,6.6,66,47
61,Bachelor's,Educator,6.5,1-2x/week,3,Suburban,75900,5.7,60,64
58,Master's,Artist,6.1,3-5x/week,8,Rural,72200,5.5,72,94
43,High School,Artist,6.4,3-5x/week,3,Suburban,43700,5.0,79,76
46,Bachelor's,Engineer,7.7,3-5x/week,0,Urban,78400,6.1,75,77
27,PhD,Entrepreneur,4.7,Rarely,9,Rural,90300,6.0,58,77
24,Bachelor's,Entrepreneur,7.0,Rarely,7,Rural,68100,6.9,61,64
45,PhD,Engineer,5.6,3-5x/week,0,Rural,98000,5.6,77,64
43,High School,Engineer,5.2,1-2x/week,7,Urban,70700,6.1,76,69
22,High School,Artist,8.9,1-2x/week,4,Suburban,35800,5.9,71,56
49,PhD,Artist,5.2,Daily,8,Suburban,78600,4.7,76,52
19,PhD,Artist,6.7,3-5x/week,10,Suburban,67600,6.7,81,68
50,Bachelor's,Doctor,5.1,Daily,1,Urban,100500,4.4,69,55
19,High School,Other,6.7,Rarely,3,Urban,39100,5.3,67,56
30,PhD,Entrepreneur,8.5,1-2x/week,0,Urban,87000,3.9,83,54
42,Master's,Educator,5.8,1-2x/week,5,Urban,79300,4.5,65,67
64,Master's,Other,7.9,Daily,0,Urban,75600,4.3,89,40
56,Master's,Artist,9.0,Daily,0,Suburban,67400,5.0,90,49
63,High School,Other,4.9,3-5x/week,10,Urban,60200,6.1,75,57
18,Master's,Entrepreneur,5.8,Rarely,2,Rural,73200,5.4,65,68
56,Bachelor's,Other,6.9,Daily,4,Suburban,64400,6.2,83,79
58,Bachelor's,Entrepreneur,8.5,1-2x/week,9,Rural,82700,7.8,84,75
63,Bachelor's,Other,8.2,3-5x/week,4,Rural,67200,7.7,88,57
21,PhD,Doctor,6.1,1-2x/week,4,Rural,110400,4.6,68,60
35,Master's,Engineer,8.0,Rarely,0,Urban,84000,4.9,73,41
38,Master's,Artist,7.1,1-2x/week,7,Rural,63700,5.9,68,58
47,High School,Artist,6.4,Rarely,3,Suburban,45300,7.1,65,68
48,PhD,Entrepreneur,7.6,1-2x/week,0,Urban,94200,4.8,69,51
43,PhD,Doctor,5.7,3-5x/week,9,Suburban,121700,7.1,81,66
32,Master's,Artist,6.3,3-5x/week,8,Urban,61800,4.3,80,79
40,Master's,Entrepreneur,7.2,Daily,6,Urban,84000,7.5,80,44
57,High School,Other,5.5,Daily,9,Urban,57300,6.3,81,83
63,PhD,Doctor,5.8,1-2x/week,3,Urban,126700,6.6,72,53
18,Master's,Artist,7.7,1-2x/week,0,Urban,52200,6.7,69,51
37,PhD,Engineer,6.0,1-2x/week,9,Urban,99300,6.0,69,70
40,PhD,Other,6.3,1-2x/week,4,Urban,78000,5.0,70,57
65,Master's,Other,9.4,1-2x/week,7,Rural,79500,7.6,84,64
24,High School,Doctor,8.9,1-2x/week,5,Urban,82100,7.0,71,68
24,PhD,Artist,6.1,3-5x/week,1,Urban,65100,3.9,79,53
39,High School,Artist,6.2,Daily,5,Suburban,43100,3.7,77,64
26,PhD,Engineer,5.6,Daily,9,Rural,94900,7.9,72,82
56,Bachelor's,Other,8.0,3-5x/week,0,Urban,62400,7.1,82,49
28,Master's,Engineer,8.4,3-5x/week,9,Urban,85700,7.6,75,91
65,Master's,Artist,6.8,3-5x/week,9,Suburban,75500,7.4,79,85
41,PhD,Other,6.9,Rarely,1,Urban,76900,5.9,66,39
64,Master's,Educator,10.0,Rarely,9,Rural,90100,7.0,80,73
43,Bachelor's,Educator,6.8,1-2x/week,8,Urban,71200,7.7,70,69
21,High School,Artist,6.5,3-5x/week,2,Rural,34400,4.9,78,54
19,Master's,Entrepreneur,5.5,Rarely,3,Rural,74100,5.5,60,69
25,Master's,Educator,8.8,3-5x/week,10,Rural,75000,7.6,82,88
65,Master's,Artist,10.0,1-2x/week,4,Rural,73000,6.9,78,64
21,PhD,Doctor,6.9,Daily,2,Rural,109400,6.5,86,46
27,PhD,Other,8.9,Rarely,3,Suburban,72300,7.1,67,58
50,Master's,Educator,5.4,3-5x/week,8,Suburban,84000,6.9,77,77
61,Bachelor's,Entrepreneur,7.1,Daily,5,Urban,81900,5.4,73,39
31,Bachelor's,Other,8.4,Daily,9,Suburban,56900,6.3,86,82
43,PhD,Educator,8.3,Daily,9,Suburban,91700,7.6,90,83
20,Bachelor's,Educator,6.9,Daily,3,Urban,59500,5.3,82,70
23,Master's,Educator,8.8,3-5x/week,8,Urban,73200,8.1,78,80
63,Bachelor's,Other,9.3,1-2x/week,10,Suburban,70200,7.2,69,57
33,Bachelor's,Doctor,5.7,1-2x/week,7,Suburban,96700,5.2,71,72
44,Bachelor's,Educator,7.7,3-5x/week,8,Rural,71600,6.6,79,59
45,Bachelor's,Doctor,6.5,Rarely,8,Urban,102000,6.8,46,72
48,High School,Artist,4.6,Daily,9,Urban,48700,6.7,72,71
24,High School,Other,7.7,3-5x/week,7,Suburban,43100,5.6,75,85
27,Bachelor's,Other,7.5,Daily,9,Suburban,55300,5.2,79,77
54,PhD,Artist,6.0,Daily,1,Rural,77100,5.9,86,59
27,Master's,Engineer,6.4,3-5x/week,5,Rural,83300,7.3,83,50
22,High School,Other,6.6,1-2x/week,5,Suburban,41300,6.8,72,74
36,Master's,Engineer,5.3,3-5x/week,5,Suburban,86900,4.6,71,64
41,High School,Educator,6.6,1-2x/week,7,Urban,59900,4.8,80,61
62,Master's,Other,4.0,Rarely,0,Suburban,74800,3.7,59,47
37,Bachelor's,Entrepreneur,10.0,3-5x/week,10,Rural,74800,7.9,80,81
46,High School,Educator,6.6,3-5x/week,6,Rural,61400,4.8,77,92
41,Master's,Engineer,9.6,Daily,3,Urban,87900,6.5,94,64
30,High School,Engineer,7.0,1-2x/week,6,Urban,65000,8.2,77,76
24,PhD,Artist,6.9,3-5x/week,1,Urban,65100,6.8,84,47
18,Master's,Engineer,7.2,Daily,3,Suburban,78700,4.5,79,63
61,PhD,Educator,7.2,1-2x/week,4,Suburban,96400,7.4,73,52
62,Master's,Entrepreneur,7.2,1-2x/week,4,Suburban,91800,5.9,75,74
21,Bachelor's,Other,6.9,Daily,4,Suburban,50400,7.2,83,60
42,PhD,Entrepreneur,8.7,1-2x/week,1,Rural,92300,6.7,68,68
33,Master's,Educator,7.4,3-5x/week,1,Urban,73700,3.1,82,53
22,Bachelor's,Engineer,4.9,Rarely,5,Suburban,71300,5.7,59,41
20,Bachelor's,Other,8.9,3-5x/week,1,Urban,48500,6.3,77,52
44,Master's,Engineer,6.7,3-5x/week,8,Rural,91600,6.3,73,63
45,Bachelor's,Engineer,10.0,1-2x/week,2,Suburban,79000,7.1,78,58
60,PhD,Doctor,10.0,Daily,4,Urban,126000,7.6,92,57
50,High School,Doctor,6.0,1-2x/week,6,Rural,93000,8.1,79,58
44,Master's,Other,7.1,Daily,3,Suburban,69100,5.2,86,39
56,Bachelor's,Artist,7.9,Rarely,9,Urban,61900,7.6,62,62
32,Bachelor's,Other,9.2,1-2x/week,10,Rural,57800,8.8,73,70
56,Master's,Other,4.3,3-5x/week,0,Urban,72400,3.5,68,60
23,Master's,Other,10.0,Daily,4,Urban,61200,7.6,83,65
26,Master's,Artist,4.7,1-2x/week,6,Urban,58400,5.7,67,69
38,High School,Other,4.6,3-5x/week,10,Suburban,50200,5.7,83,95
21,PhD,Doctor,7.5,3-5x/week,1,Suburban,108900,5.3,68,41
31,High School,Engineer,5.0,1-2x/week,1,Suburban,62900,4.1,64,41
56,Bachelor's,Educator,8.3,Rarely,4,Rural,74400,5.5,56,68
57,PhD,Entrepreneur,7.6,1-2x/week,0,Urban,97800,5.4,81,60
48,Bachelor's,Entrepreneur,8.1,Rarely,6,Suburban,77200,7.4,66,59
44,High School,Artist,7.6,Rarely,4,Urban,44600,6.1,69,64
19,Bachelor's,Artist,8.9,3-5x/week,4,Urban,44600,4.1,89,64
55,PhD,Engineer,6.4,3-5x/week,0,Rural,102000,7.7,77,50
19,Master's,Doctor,7.3,Daily,2,Suburban,98600,5.1,85,62
27,PhD,Artist,9.7,1-2x/week,5,Urban,68300,5.9,69,82
61,Bachelor's,Entrepreneur,7.1,1-2x/week,10,Urban,84400,6.7,76,83
58,High School,Engineer,7.8,1-2x/week,9,Rural,77700,8.0,79,69
50,Master's,Entrepreneur,7.5,3-5x/week,8,Rural,89000,5.3,74,69
38,PhD,Other,6.7,Rarely,3,Suburban,76700,7.7,62,54
54,Bachelor's,Educator,7.2,Daily,3,Urban,73100,6.5,79,56
37,Master's,Engineer,7.2,3-5x/week,6,Suburban,87800,6.9,73,87
36,High School,Entrepreneur,7.3,1-2x/week,1,Urban,59900,5.7,72,70
27,PhD,Other,7.8,Daily,10,Rural,75800,5.2,85,67
25,High School,Entrepreneur,5.5,Daily,6,Urban,58000,4.9,82,81
19,Master's,Entrepreneur,10.0,Daily,4,Suburban,74600,6.9,93,48
61,Bachelor's,Other,6.4,1-2x/week,9,Suburban,68900,4.9,83,73
55,PhD,Engineer,5.0,Daily,4,Rural,104000,4.7,89,43
29,Bachelor's,Other,4.6,3-5x/week,7,Urban,55100,4.5,82,77
40,Master's,Educator,8.0,1-2x/week,5,Rural,78500,7.5,76,56
61,High School,Doctor,7.7,Daily,9,Urban,98900,6.1,89,80
45,Bachelor's,Engineer,6.7,3-5x/week,2,Urban,79000,5.8,78,57
29,Bachelor's,Entrepreneur,7.6,3-5x/week,2,Rural,67600,5.3,76,43
40,High School,Other,9.5,Daily,3,Suburban,47500,8.9,85,33
33,PhD,Entrepreneur,4.0,1-2x/week,8,Suburban,92200,7.2,62,90
43,PhD,Artist,6.2,Daily,9,Urban,76700,7.0,89,77
20,High School,Entrepreneur,7.2,1-2x/week,6,Rural,56000,6.6,65,60
52,High School,Other,7.2,Daily,9,Rural,55300,8.6,84,71
47,PhD,Other,7.2,Daily,2,Suburban,79800,5.5,82,54
23,Master's,Educator,4.0,3-5x/week,0,Rural,69200,6.5,72,63
53,Bachelor's,Engineer,7.7,1-2x/week,10,Rural,86200,7.2,76,78
58,PhD,Other,5.9,Rarely,0,Suburban,83200,5.8,51,52
32,High School,Other,4.7,1-2x/week,8,Urban,46800,6.0,73,71
29,High School,Other,5.6,3-5x/week,3,Suburban,43100,4.3,68,65
31,Bachelor's,Entrepreneur,7.1,1-2x/week,5,Suburban,69900,6.8,76,74
52,PhD,Educator,9.6,3-5x/week,9,Rural,95300,7.9,82,82
43,PhD,Artist,8.0,Daily,9,Suburban,76700,8.6,86,49
55,Bachelor's,Educator,6.0,3-5x/week,2,Rural,73000,3.8,77,44
26,Master's,Doctor,6.1,Daily,1,Rural,100900,4.1,82,54
27,High School,Artist,8.2,Daily,5,Rural,38300,6.5,81,83
41,Bachelor's,Artist,5.6,1-2x/week,2,Rural,52400,5.8,70,57
39,Master's,Other,5.7,Daily,6,Suburban,68600,5.7,91,68
24,Master's,Doctor,5.7,Rarely,7,Rural,103100,5.0,62,70
28,PhD,Engineer,8.2,3-5x/week,10,Rural,96200,8.1,78,85
65,High School,Doctor,7.7,3-5x/week,9,Rural,100500,7.8,84,89
30,Master's,Entrepreneur,5.1,1-2x/week,2,Rural,78000,4.7,67,57
27,Bachelor's,Doctor,8.6,3-5x/week,8,Urban,94800,6.8,87,86
19,PhD,Other,7.1,3-5x/week,9,Urban,72100,7.5,68,70
51,Master's,Doctor,6.7,Daily,7,Rural,113900,6.6,88,71
54,Bachelor's,Doctor,6.5,Daily,1,Urban,102100,4.9,93,40
56,Bachelor's,Artist,5.3,Daily,5,Urban,59900,5.4,82,71
53,PhD,Artist,6.0,1-2x/week,3,Suburban,77700,4.0,69,57
55,PhD,Artist,7.2,1-2x/week,7,Rural,80500,5.9,70,73
39,High School,Educator,5.7,Rarely,0,Rural,55600,4.4,68,52
31,Bachelor's,Artist,6.3,Rarely,0,Rural,47400,6.0,70,52
52,Master's,Artist,5.4,3-5x/week,8,Suburban,69800,8.8,76,53
25,Bachelor's,Doctor,5.2,1-2x/week,3,Suburban,91500,4.0,67,66
61,High School,Doctor,6.5,1-2x/week,0,Rural,94400,5.5,73,52
56,Bachelor's,Engineer,8.9,3-5x/week,3,Suburban,83900,7.8,91,60
49,Bachelor's,Doctor,5.9,3-5x/week,6,Rural,102600,7.9,79,59
36,Bachelor's,Other,6.2,Daily,10,Suburban,59400,7.0,90,70
21,Bachelor's,Artist,4.9,1-2x/week,8,Urban,47400,4.5,62,68
23,Master's,Other,8.4,1-2x/week,4,Urban,61200,6.3,79,62
35,Bachelor's,Educator,7.8,1-2x/week,3,Urban,65500,5.2,75,65
18,High School,Other,8.1,1-2x/week,3,Rural,38700,6.7,74,62
32,High School,Doctor,4.7,Rarely,6,Rural,85800,4.5,57,76
21,High School,Doctor,8.1,1-2x/week,8,Rural,82400,6.4,81,82
18,High School,Entrepreneur,5.3,Daily,9,Urban,56700,9.1,83,80
56,Master's,Doctor,6.5,1-2x/week,4,Suburban,114400,6.5,72,44
35,Bachelor's,Other,7.4,3-5x/week,6,Urban,57000,5.0,81,62
28,High School,Entrepreneur,7.3,Daily,10,Rural,61200,8.0,83,67
51,Bachelor's,Entrepreneur,6.4,Daily,4,Rural,77400,5.0,85,72
35,High School,Educator,7.1,Rarely,1,Rural,54500,5.2,64,40
48,High School,Educator,6.8,Rarely,6,Rural,62200,7.4,63,78
39,Master's,Entrepreneur,7.5,Daily,4,Suburban,82600,6.2,88,57
65,PhD,Other,7.4,Daily,6,Suburban,89000,8.4,73,47
34,Master's,Artist,4.0,3-5x/week,2,Rural,59600,4.0,82,45
32,PhD,Doctor,5.9,Daily,4,Urban,114800,5.7,78,71
53,PhD,Entrepreneur,6.6,Daily,10,Rural,101200,6.3,79,82
29,PhD,Doctor,4.0,Daily,5,Suburban,114100,4.9,72,70
44,PhD,Engineer,7.6,1-2x/week,3,Urban,99100,5.9,66,62
18,PhD,Entrepreneur,6.5,Daily,7,Suburban,85700,5.2,89,71
32,PhD,Engineer,9.2,Daily,8,Rural,96800,7.4,88,63
48,Bachelor's,Doctor,4.0,Rarely,6,Suburban,102200,4.6,48,74
59,Bachelor's,Artist,6.0,1-2x/week,5,Rural,61100,7.2,70,57
63,PhD,Educator,6.7,Rarely,2,Urban,96200,5.0,59,52
60,High School,Engineer,7.4,1-2x/week,4,Suburban,76000,6.6,78,63
42,Master's,Other,7.2,1-2x/week,8,Suburban,70800,6.7,73,92
60,Master's,Engineer,7.9,Daily,3,Rural,95500,5.4,84,67
44,PhD,Engineer,5.1,Rarely,3,Suburban,99100,4.8,73,68
35,PhD,Engineer,8.6,1-2x/week,0,Suburban,94000,5.3,73,46
23,PhD,Engineer,5.1,1-2x/week,8,Rural,93200,7.3,64,68
33,PhD,Educator,9.1,Rarely,7,Urban,86700,6.8,69,51
50,Master's,Educator,6.6,3-5x/week,7,Rural,83500,6.3,76,72
57,Bachelor's,Engineer,8.1,1-2x/week,2,Rural,83800,5.4,69,33
35,Master's,Entrepreneur,8.3,3-5x/week,0,Rural,79000,4.0,75,55
22,High School,Educator,9.2,3-5x/week,8,Suburban,52800,7.3,79,90
36,High School,Artist,6.1,Rarely,0,Suburban,39400,5.5,57,58
30,Bachelor's,Entrepreneur,4.8,Rarely,2,Rural,68000,3.9,57,70
47,High School,Artist,6.1,Rarely,3,Rural,45300,5.6,70,53
45,Bachelor's,Engineer,5.8,1-2x/week,9,Suburban,82500,6.7,72,67
43,High School,Educator,5.5,1-2x/week,7,Rural,60700,2.7,72,66
46,High School,Educator,5.5,Rarely,6,Rural,61400,4.3,58,59
33,High School,Artist,5.7,Rarely,2,Rural,39200,3.6,57,52
26,Bachelor's,Engineer,8.4,Rarely,10,Suburban,75400,7.7,56,87
46,High School,Entrepreneur,7.7,Rarely,1,Suburban,63900,6.5,68,46
32,Bachelor's,Doctor,7.9,Rarely,7,Rural,96300,7.4,68,77
43,High School,Doctor,7.5,Rarely,8,Rural,91200,8.4,64,71
60,PhD,Artist,5.7,1-2x/week,1,Urban,79500,5.8,76,51
61,Master's,Doctor,6.8,Daily,6,Suburban,117400,6.2,89,57
27,High School,Doctor,6.4,Rarely,1,Suburban,81300,4.6,64,31
39,PhD,Engineer,5.4,1-2x/week,10,Rural,100600,6.0,72,79
